pair_id,tier,source,pam_text,fil_text,unit,signal,claude_review,note
pldpair_033,gold_v1,parallel_extraction_v1/matched-pairs.csv,Madalumdum,makulimlim,Iso_Weather.txt,medium,ok,"'cloudy/overcast' -- same weather concept, non-cognate words (PAM 'Madalumdum', FIL 'makulimlim')."
pldpair_034,gold_v1,parallel_extraction_v1/matched-pairs.csv,Espana,Espanya,Iso_Educ.txt,high,ok,"Same proper noun: Spain (PAM 'Espana', FIL 'Espanya')."
pldpair_035,gold_v1,parallel_extraction_v1/matched-pairs.csv,Pangaratang,dumating,Iso_Educ.txt,medium,partial: 'pangaratang' vs 'dumating' - rough / possible form mismatch,"'arrival/arrived' -- shared root 'dating' (PAM 'Pangaratang', FIL 'dumating'); grammatical form differs (noun vs. verb)."
pldpair_036,gold_v1,parallel_extraction_v1/matched-pairs.csv,palakingkingan,palakingkingan,Iso_BodyParts.txt,medium,partial: palakingkingan - identical both sides; meaning unattested in any dictionary (2026-08-28 check),"'ring finger' (tentative) -- identical wordform ('palakingkingan') on both sides. User review (2026-08-28): downgraded from high confidence -- direct full-text search of Forman (1971), Bergano (1732/Samson translation), and Samson (2011) found zero hits for 'palakingking' or 'palasingsing' in any of the three; this word is not independently attested by primary sources, only inferred from the FIL synonym 'palasingsingan' sharing the 'singsing' (ring) root."
pldpair_037,gold_v1,parallel_extraction_v1/matched-pairs.csv,Manuyang,manugang,Iso_Kinship.txt,high,ok,'son/daughter-in-law' -- PAM 'Manuyang' and FIL 'manugang' are the same word.
pldpair_038,gold_v1,parallel_extraction_v1/matched-pairs.csv,Capalsintan,kasintahan,Iso_Kinship.txt,high,ok,'sweetheart' -- PAM 'Capalsintan' and FIL 'kasintahan' share the 'sinta' (love) root.
extvoc_001,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mayap a abak pu.,Magandang umaga po.,external_vocab,high,ok,Basic greeting; 'Mayap a abak' pattern seen throughout raw PLD Greetings text.
extvoc_002,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mayap a ugto pu.,Magandang tanghali po.,external_vocab,high,ok,'Ugto' (noon) seen directly in raw PLD Greetings text this session already read ('Mayap a ugtu pu').
extvoc_003,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mayap a gatpanapun pu.,Magandang hapon po.,external_vocab,high,ok,'Mayap a gatpanapun' pattern seen throughout raw PLD Greetings text.
extvoc_004,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mayap a bengi pu.,Magandang gabi po.,external_vocab,high,ok,'Mayap a bengi' pattern seen throughout raw PLD Greetings text.
extvoc_005,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Dakal a salamat pu.,Maraming salamat po.,external_vocab,high,ok,
extvoc_007,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Alang anuman.,Walang anuman.,external_vocab,medium,ok,'Alang' (none/without) + 'anuman' (anything); calque of the FIL phrase.
extvoc_008,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Usuk pu,Tuloy po kayo.,external_vocab,medium,ok,Using the attested 'Usuk pu'; 'Tulik pu' alternate not independently attested or corroborated.
extvoc_017,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mako na ku pu,Paalam na po.,external_vocab,medium,ok,Using the first alternate; 'King ulian na ku pu' not independently checked.
extvoc_018,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Maligayang kebaitan!,Maligayang kaarawan!,external_vocab,medium,ok,Fills a gap this session's own PLD reading left unmatched -- PAM Utt_Greetings.txt slot 8 uses 'kebaitan' with no FIL counterpart found at the time; this document's birthday reading is plausible and uncontradicted.
extvoc_019,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Nanu?,Ano?,external_vocab,high,ok,
extvoc_020,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ninu?,Sino?,external_vocab,high,ok,
extvoc_021,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Nukarin?,Saan? / Nasaan?,external_vocab,high,ok,"Using 'Nukarin?', which matches this experiment's own confirmed pldpair_022/023 PAM text; 'Pukarin?' alternate not independently corroborated."
extvoc_022,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kapilan?,Kailan?,external_vocab,medium,ok,Root shared with 'capilanman' (whenever/always) seen in Iso_Time.txt.
extvoc_023,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Obat? / Bakit?,Bakit?,external_vocab,high,ok,'Obat' seen directly in the Iput-Ipot story dialogue this session already read.
extvoc_024,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Makananu?,Paano?,external_vocab,high,ok,Matches 'Macananu' in this experiment's own pldpair_026 (spelling variant).
extvoc_025,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Isanu? / Isanung?,Alin?,external_vocab,medium,ok,'Insanu'/'Isanu' seen in Story-domain text (pldpair_020 region) in a 'what/which' sense.
extvoc_026,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pilan?,Ilan?,external_vocab,medium,ok,
extvoc_027,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Magkanu? / Pilan ya?,Magkano?,external_vocab,medium,ok,
extvoc_033,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Nucarin ya ing kawi/susi ning bale?,Nakanino ang susi ng bahay?,external_vocab,medium,partial: PAM 'nucarin' (where) vs FIL 'nakanino' (whose) - v1 flagged this already,"Kept as-is (word-level alternate mid-sentence, not a substitutable substring): 'susi' (key) is attested, 'kawi' is not."
extvoc_034,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Aku,Ako,external_vocab,high,ok,
extvoc_035,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ika / Ka,Ikaw / Ka,external_vocab,high,ok,
extvoc_036,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ya,Siya,external_vocab,high,ok,3rd-person-singular 'ya' appears constantly throughout every PLD text read this session.
extvoc_037,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kami,Kami,external_vocab,medium,ok,
extvoc_038,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Katamu / Tamu,Tayo,external_vocab,high,ok,'kecatamu'/'itamu' forms seen throughout the Letter-domain text.
extvoc_040,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ila,Sila,external_vocab,medium,ok,
extvoc_041,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kakung / Ku,Akin / Ko,external_vocab,medium,ok,'ku' possessive/agent marker extremely common throughout PLD text.
extvoc_042,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kekang / Mu,Iyo / Mo,external_vocab,medium,ok,'mu' possessive/agent marker extremely common throughout PLD text.
extvoc_043,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kaya / Na,Kanya / Niya,external_vocab,medium,ok,'na' possessive/agent marker extremely common throughout PLD text.
extvoc_045,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kekatamu / Tamu,Atin / Natin,external_vocab,high,ok,'kekatamung' seen in the Letter-domain text.
extvoc_046,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kekayu / Yu,Inyo / Ninyo,external_vocab,medium,ok,'yu' common throughout PLD text.
extvoc_047,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Keraklan / Da,Kanila / Nila,external_vocab,medium,ok,'da' (3rd-plural agent marker) extremely common throughout PLD text; 'Keraklan' less independently corroborated.
extvoc_048,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ini / Iti,Ito,external_vocab,medium,ok,'iti' ('this') appears constantly throughout PLD text.
extvoc_049,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Iyan,Iyan,external_vocab,medium,ok,Identical spelling to FIL; plausible shared cognate.
extvoc_050,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ita,Iyon,external_vocab,medium,ok,
extvoc_051,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Keni,Dito,external_vocab,medium,ok,
extvoc_052,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kena,Diyan,external_vocab,medium,ok,
extvoc_053,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Karin,Doon,external_vocab,high,ok,'carin' seen directly in the Bernardo Carpio story text.
extvoc_054,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Metung,Isa,external_vocab,high,ok,Verified numeral roots also confirmed via this session's own Iso_Ordinal.txt reading.
extvoc_055,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Addua,Dalawa,external_vocab,high,ok,
extvoc_056,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Atlu,Tatlo,external_vocab,high,ok,
extvoc_057,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Apat,Apat,external_vocab,high,ok,
extvoc_058,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Lima,Lima,external_vocab,high,ok,
extvoc_060,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pitu,Pito,external_vocab,high,ok,
extvoc_062,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Siam,Siyam,external_vocab,high,ok,
extvoc_063,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Apulu,Sampu,external_vocab,high,ok,
extvoc_064,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Labing-metung,Labing-isa,external_vocab,high,ok,
extvoc_065,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Labing-addua,Labing-dalawa,external_vocab,medium,ok,'labi-ng-adua' (ten+two=twelve) follows the exact same transparent compounding pattern as item 64; not attested as one surface token but both constituent parts are.
extvoc_067,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Dalan / Metung a dalan,Isandaan,external_vocab,medium,ok,
extvoc_068,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Libu / Metung a libu,Isang libo,external_vocab,medium,ok,
extvoc_069,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ngeni,Ngayon,external_vocab,high,ok,'Ngeni' appears constantly throughout PLD text.
extvoc_070,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Napun,Kahapon,external_vocab,medium,ok,
extvoc_071,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bukas,Bukas,external_vocab,high,ok,Well-known root; this project's own morphology work (v1-v4) discusses 'Bukas' extensively as an attested word.
extvoc_072,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Nandin,Kanina,external_vocab,high,ok,'nandin' seen directly as a PAM Iso_Time.txt slot this session already read (left unmatched there; this document supplies its FIL counterpart).
extvoc_074,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Aldo,Araw,external_vocab,high,ok,'Aldo' appears constantly throughout PLD text.
extvoc_077,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ugto,Tanghali,external_vocab,high,ok,"Same 'Ugto' root as item 2, seen directly in raw PLD Greetings text."
extvoc_075,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bengi,Gabi,external_vocab,high,ok,'Bengi' appears constantly throughout PLD text.
extvoc_078,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Gatpanapun,Hapon,external_vocab,high,ok,'Mayap a gatpanapun' pattern seen throughout PLD text.
extvoc_079,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Domingo / Linggu,Linggo,external_vocab,medium,ok,'Domingo' is a transparent Spanish loanword.
extvoc_080,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bulan,Buwan,external_vocab,medium,ok,
extvoc_081,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Banua,Taon,external_vocab,high,ok,"Directly corroborated by this experiment's own confirmed pldpair_003 ('bayung banua' = 'bagong taon', new year)."
extvoc_082,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Tatang / Ibpa,Ama / Tatay,external_vocab,high,ok,"'Tatang' is directly established as a genuine, monomorphemic Kapampangan word in this project's own 2026-08-25 Phase 1 adjudication."
extvoc_083,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Indu / Ima,Ina / Nanay,external_vocab,high,ok,'Indu' seen constantly throughout the Gamugamo story text.
extvoc_084,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Anak,Anak,external_vocab,high,ok,
extvoc_085,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kaputol / Kapatad,Kapatid,external_vocab,medium,ok,
extvoc_086,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pangane,Panganay,external_vocab,medium,ok,
extvoc_087,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bunsso,Bunso,external_vocab,high,ok,"Confirmed (2026-08-28) via direct dictionary verification: Bergano (1732, Samson translation) p.124 -- 'BUNGSO. Strictly speaking, the youngest child, or the youngest among siblings...' Using 'Bunsso' (the attested alternate); excluding the unattested 'Anaktian'."
extvoc_088,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Apu a lalaki,Lolo,external_vocab,medium,ok,Compositional 'apu' (grandparent) + 'a lalaki' (male); not attested as one surface token.
extvoc_089,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Apu a babai,Lola,external_vocab,medium,ok,Compositional 'apu' (grandparent) + 'a babai' (female); not attested as one surface token.
extvoc_090,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bapa,Tiyo / Tito,external_vocab,medium,ok,
extvoc_091,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Dara,Tiya / Tita,external_vocab,medium,ok,
extvoc_092,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pisan,Pinsan,external_vocab,high,ok,'Pisan' (cousin) is directly confirmed in this project's own 2026-08-25 Phase 1 adjudication ('kapamisanan' root).
extvoc_093,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pangunakan,Pamangkin,external_vocab,medium,ok,
extvoc_094,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Asawa,Asawa,external_vocab,high,ok,"Multi-source attestation (Forman, ACD, UCLA Phonetics Archive, Kaikki) confirmed directly in word-evidence.csv."
extvoc_095,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kasintahan / Novia,Kasintahan / Nobya / Nobyo,external_vocab,medium,ok,"PAM 'Kasintahan' (direct Tagalog loanword) and 'Novia' (Spanish loanword) are plausible alongside this experiment's own 'Capalsintan' (pldpair_039); code-switching alternates, not independently attested in this project's historical-dictionary sources."
extvoc_096,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kaluguran,Kaibigan,external_vocab,high,ok,Shares the 'caluguran' root already used in this experiment's own confirmed pldpair_011.
extvoc_097,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kambal,Kambal,external_vocab,high,ok,"Using the directly-attested, identical-cognate 'Kambal' rather than the ambiguous 'Cacambal' (declined earlier in this experiment for exactly this ambiguity)."
extvoc_098,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Tau,Tao,external_vocab,medium,ok,'ding tau' ('the people') seen throughout the Letter/Essay domain text.
extvoc_099,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Lalaki,Lalaki,external_vocab,medium,ok,
extvoc_100,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Babai,Babae,external_vocab,medium,ok,
extvoc_101,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Buntuk,Ulo,external_vocab,high,ok,"Multi-source attestation (Forman, Kaikki) confirmed directly in word-evidence.csv."
extvoc_102,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bwak / Buak,Buhok,external_vocab,medium,ok,
extvoc_103,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mata,Mata,external_vocab,high,ok,Identical cognate spelling.
extvoc_104,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Arung,Ilong,external_vocab,high,ok,'king arung ning gorilya' (in the gorilla's nose) appears repeatedly in the Iput-Ipot story text.
extvoc_105,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Asbuk,Bibig,external_vocab,medium,ok,
extvoc_107,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Dila,Dila,external_vocab,medium,ok,Identical cognate spelling.
extvoc_108,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Balugbug,Tenga,external_vocab,medium,ok,"Using the attested 'Balugbug'; excluding the document's 'Tuli' alternate, which most plausibly means 'circumcision' in Kapampangan/Tagalog, not 'ear' -- likely an error in the source document."
extvoc_110,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Gamat,Kamay,external_vocab,medium,ok,
extvoc_111,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Taliri,Daliri,external_vocab,medium,ok,
extvoc_113,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bitis,Paa,external_vocab,high,ok,Consistent with this session's own Iso_BodyParts.txt reading.
extvoc_114,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pusu,Puso,external_vocab,high,ok,"'taus pusung' (heartfelt, lit. true-heart) seen throughout the Greetings/Letter domain text."
extvoc_115,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Atian / Atsan,Tiyan,external_vocab,medium,ok,
extvoc_116,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Gulut,Likod,external_vocab,medium,ok,
extvoc_117,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Sakit,Sakit,external_vocab,high,ok,Identical cognate spelling; also appears in item 205's sentence.
extvoc_119,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bucung-bucung,Bukung-bukong,external_vocab,high,ok,Directly confirmed by this project's own 2026-08-25 Phase 1 adjudication (fixes a gap this session's own PLD Iso_BodyParts.txt reading could not fill -- no FIL 'ankle' term appeared in that specific elicitation list).
extvoc_120,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Galang-galangan,Galang-galangan,external_vocab,high,ok,"Directly confirmed by this project's own 2026-08-25 Phase 1 adjudication (galang-galangan = wrist, not ankle)."
extvoc_121,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pamangan,Pagkain,external_vocab,high,ok,Derived from the 'mangan'/'pangan' root this project's own Phase 1 adjudication already confirmed correct.
extvoc_122,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Danum,Tubig,external_vocab,high,ok,
extvoc_123,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Nasi,Kanin,external_vocab,medium,ok,Consistent with 'binayu' (pounded [rice]) in this experiment's own confirmed pldpair_009.
extvoc_124,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ulam / Asan,Ulam,external_vocab,medium,ok,
extvoc_125,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Asan / Isda,Isda,external_vocab,medium,ok,
extvoc_126,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Karne,Karne,external_vocab,medium,ok,"Spanish loanword, identical spelling."
extvoc_127,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Gule,Gulay,external_vocab,medium,ok,
extvoc_128,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Prutas,Prutas,external_vocab,medium,ok,"Spanish loanword, identical spelling; thematically consistent with the Story domain's fruit-picking content."
extvoc_129,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Asukar,Asukal,external_vocab,medium,ok,"Using 'Asukar' (direct Spanish-loanword cognate of 'Asukal'); excluding the 'Yumu' alternate, which this same document's own item 200 defines as 'sweetness' (a quality), not 'sugar' (the substance)."
extvoc_130,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Asin,Asin,external_vocab,medium,ok,Identical cognate spelling.
extvoc_131,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Suka,Suka,external_vocab,medium,ok,Identical cognate spelling.
extvoc_132,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Kape,Kape,external_vocab,medium,ok,"International/Spanish loanword, identical spelling."
extvoc_133,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Gatas,Gatas,external_vocab,medium,ok,Identical cognate spelling.
extvoc_134,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mangan,Kumain,external_vocab,high,ok,'Mangan' (eat) is directly confirmed as the correct root in this project's own 2026-08-25 Phase 1 adjudication.
extvoc_135,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Minum,Uminom,external_vocab,medium,ok,
extvoc_136,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Maglutu,Magluto,external_vocab,high,ok,Shares the 'melutu' (cooked) root already used in this experiment's own confirmed pldpair_009.
extvoc_138,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Angin,Hangin,external_vocab,high,ok,"Multi-source attestation (Forman, Kaikki) confirmed directly in word-evidence.csv."
extvoc_140,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Uran,Ulan,external_vocab,medium,ok,
extvoc_143,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bituin,Bituin,external_vocab,medium,ok,Identical cognate spelling.
extvoc_145,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Labi / Lupa / Gabun,Lupa,external_vocab,medium,ok,
extvoc_146,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Dagat,Dagat,external_vocab,medium,ok,"Using the identical-cognate, attested 'Dagat'; excluding the unattested 'Kalatdan' alternate."
extvoc_147,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ilug,Ilog,external_vocab,high,ok,'iyugse king ilug' (thrown into the river) appears in the Story-domain text this session already read.
extvoc_148,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bundok / Bunduc,Bundok,external_vocab,medium,ok,
extvoc_149,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pun,Puno,external_vocab,high,ok,'pun saging'/'pun dutung' (banana tree/tree) appear constantly throughout the Story/Essay domain text.
extvoc_150,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bulung,Dahon,external_vocab,high,ok,Matches 'aluntiang bulung' (green leaves) in this experiment's own confirmed pldpair_017/018.
extvoc_151,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Bulaklak / Bulaclac,Bulaklak,external_vocab,medium,ok,Near-identical cognate spelling.
extvoc_152,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Hayop / Ayup,Hayop,external_vocab,medium,ok,
extvoc_153,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Ayup,Ibon,external_vocab,medium,ok,"Same PAM word as item 152 ('ayup'); plausible polysemy (animal/bird), not treated as a contradiction."
extvoc_154,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Pau,Pagong,external_vocab,high,ok,'Pau' (turtle) is the recurring character name throughout the Matsing story text this session already read in full.
extvoc_156,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Alitaptap,Alitaptap,external_vocab,high,ok,"Using 'Alitaptap' (identical cognate spelling, and the generic noun used in the Iput-Ipot story's narration, e.g. 'tacutan ne i alitaptap'); excluding 'Iput-Ipot', which this session's own PLD reading shows is used as the firefly character's proper name within that one story, not the generic word for the species."
extvoc_157,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Gorilya,Gorilya,external_vocab,high,ok,Identical spelling; 'king arung ning gorilya' appears repeatedly in the Iput-Ipot story text.
extvoc_158,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Lakad / Lumakad,Lakad / Lumakad,external_vocab,high,ok,Matches 'maglacad' in this experiment's own confirmed pldpair_015.
extvoc_159,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Mulayi,Takbo / Tumakbo,external_vocab,medium,ok,Lower independent confidence; attested but not otherwise corroborated in this session's own reading.
extvoc_160,gold_v1,parallel_extraction_v1/external-vocab-pairs.csv,Tulug / Matulug,Tulog / Matulog,external_vocab,high,ok,Well-established basic vocabulary; standard Kapampangan o->u vowel-shift cognate pattern versus Tagalog 'tulog'/'matulog'.
